frame_index,stage,is_keyframe,fileName,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
0,0,0,frame0000.jpg,0.6304324865341187,0.4353505074977875,0.6407850980758667,0.4233272075653076,0.6485558152198792,0.4219725728034973,0.6543914079666138,0.4207598567008972,0.6162840723991394,0.42251357436180115,0.6077429056167603,0.42097607254981995,0.6002192497253418,0.41962090134620667,0.6596714854240417,0.412136971950531,0.5883119702339172,0.41158372163772583,0.640251874923706,0.4401799142360687,0.6135208606719971,0.4399648606777191,0.7073991894721985,0.4398946762084961,0.5366360545158386,0.46020054817199707,0.6705294847488403,0.5250869989395142,0.5556560754776001,0.5439879894256592,0.6473678946495056,0.6097725033760071,0.6006433963775635,0.619986891746521,0.6480883955955505,0.6319521069526672,0.6041836142539978,0.6439002156257629,0.6451700925827026,0.6346827149391174,0.6208353042602539,0.6419506669044495,0.6426218152046204,0.626987636089325,0.6205189228057861,0.6345817446708679,0.6496506929397583,0.5797187089920044,0.552325427532196,0.5815702676773071,0.6751427054405212,0.6881207227706909,0.520988941192627,0.6919268369674683,0.6989147067070007,0.7970069646835327,0.5025675296783447,0.7929384708404541,0.6918781995773315,0.8079437017440796,0.5100442171096802,0.8035191297531128,0.7185728549957275,0.8354488611221313,0.4715835154056549,0.8363572359085083
1,0,0,frame0001.jpg,0.625684380531311,0.4353764057159424,0.6367567777633667,0.42339515686035156,0.6448829174041748,0.4220467805862427,0.651475191116333,0.420875608921051,0.6123441457748413,0.4226498007774353,0.6038520336151123,0.42107582092285156,0.5962984561920166,0.4196559190750122,0.6588363647460938,0.41301411390304565,0.5869978070259094,0.4116501212120056,0.6367229223251343,0.44034233689308167,0.6102076172828674,0.44004833698272705,0.7074000239372253,0.4399018883705139,0.5371795892715454,0.4612087607383728,0.6694910526275635,0.525229275226593,0.5566227436065674,0.5446033477783203,0.6471414566040039,0.6099830865859985,0.601172685623169,0.6205222606658936,0.6473209261894226,0.6323888301849365,0.6049700379371643,0.6444547176361084,0.6450005173683167,0.6347140669822693,0.6213716268539429,0.6422518491744995,0.642544686794281,0.626977801322937,0.6213334798812866,0.6346467733383179,0.6506447792053223,0.5781168937683105,0.5525283813476562,0.5801364183425903,0.6746902465820312,0.6894283294677734,0.5211142301559448,0.6912932395935059,0.7003175020217896,0.7970117330551147,0.5022751688957214,0.7928813099861145,0.6924436688423157,0.8077384233474731,0.5098371505737305,0.8034631013870239,0.7191665768623352,0.835657000541687,0.47250571846961975,0.8359296321868896
2,0,0,frame0002.jpg,0.6222763657569885,0.4354920983314514,0.6339471340179443,0.42362624406814575,0.6421986818313599,0.42228201031684875,0.6492787599563599,0.42116183042526245,0.6095057725906372,0.42294156551361084,0.6010308265686035,0.4213041365146637,0.5933194756507874,0.4197579026222229,0.6581190824508667,0.4140099883079529,0.5856752395629883,0.4117205739021301,0.6338643431663513,0.4406263530254364,0.60774827003479,0.4402078688144684,0.7074025273323059,0.4400116205215454,0.5376223921775818,0.4623783230781555,0.6685805916786194,0.5253691673278809,0.557427704334259,0.5455474257469177,0.6470346450805664,0.6100462079048157,0.6020297408103943,0.62108314037323,0.6468048095703125,0.6325532793998718,0.6058762073516846,0.645042896270752,0.6448677182197571,0.6344661712646484,0.6219652891159058,0.6426395177841187,0.6425023078918457,0.6265050172805786,0.6222110986709595,0.6347200870513916,0.6514706611633301,0.5765736103057861,0.5526369214057922,0.5788722038269043,0.6742860674858093,0.6907476186752319,0.5212112665176392,0.6909980773925781,0.7017256021499634,0.7970752716064453,0.5018445253372192,0.7930577993392944,0.6929028630256653,0.8076623678207397,0.5096181631088257,0.8036623001098633,0.7206742167472839,0.8361614942550659,0.47285163402557373,0.835745096206665
3,0,0,frame0003.jpg,0.6211956739425659,0.43577462434768677,0.6330387592315674,0.42396795749664307,0.6412988305091858,0.42259103059768677,0.6485244631767273,0.42149627208709717,0.6085892915725708,0.4234859347343445,0.600122332572937,0.42183917760849,0.5922472476959229,0.42011576890945435,0.6577029228210449,0.41489720344543457,0.5849800109863281,0.41189301013946533,0.6327253580093384,0.44107359647750854,0.6067972779273987,0.44056031107902527,0.7072575688362122,0.44020161032676697,0.5378403663635254,0.46387287974357605,0.6676573753356934,0.5257706046104431,0.5584322214126587,0.5478589534759521,0.6469906568527222,0.6100689768791199,0.6036766171455383,0.6219043731689453,0.6465969681739807,0.6326155662536621,0.6073850989341736,0.645909309387207,0.6448067426681519,0.6342633962631226,0.6228306889533997,0.6436055898666382,0.6424850821495056,0.6261026859283447,0.6233245134353638,0.6351853013038635,0.6519426703453064,0.575663685798645,0.5526753067970276,0.5781530141830444,0.6737794876098633,0.6920204162597656,0.5212361812591553,0.6909098625183105,0.7033302783966064,0.7975507378578186,0.5008953809738159,0.7936065196990967,0.6937404870986938,0.8078438639640808,0.5080323219299316,0.804612398147583,0.7215334177017212,0.8368887901306152,0.47299259901046753,0.8357350826263428
4,0,0,frame0004.jpg,0.6208299398422241,0.43616363406181335,0.6326514482498169,0.42440760135650635,0.6407960057258606,0.4230210781097412,0.6481198668479919,0.4219210743904114,0.6083614230155945,0.42407330870628357,0.59989994764328,0.42242705821990967,0.5918998122215271,0.4205546975135803,0.657347559928894,0.4156680107116699,0.5845484137535095,0.412096232175827,0.6320457458496094,0.4416184425354004,0.6063807606697083,0.4409884810447693,0.7068720459938049,0.4403389096260071,0.537924587726593,0.4653446674346924,0.6671168208122253,0.5259404182434082,0.5592797994613647,0.5496453642845154,0.6470994353294373,0.6099238991737366,0.6047578454017639,0.6226274371147156,0.6467459201812744,0.6323583126068115,0.6087915897369385,0.6466895937919617,0.6450544595718384,0.6336731910705566,0.6236906051635742,0.6444880962371826,0.6426657438278198,0.6253522634506226,0.6242138147354126,0.6355928182601929,0.6522446274757385,0.5754010081291199,0.5526015162467957,0.5779078602790833,0.6736094951629639,0.6933506727218628,0.5212147831916809,0.6912422776222229,0.7047945857048035,0.7981338500976562,0.5003769397735596,0.7938507795333862,0.6944536566734314,0.8082022070884705,0.507362961769104,0.8049699068069458,0.722386360168457,0.8376458883285522,0.47304266691207886,0.8357350826263428
5,0,0,frame0005.jpg,0.620867133140564,0.4366825819015503,0.6326352953910828,0.4249345064163208,0.6407256126403809,0.42354080080986023,0.6480413675308228,0.4223916530609131,0.6084015369415283,0.4247320890426636,0.5999339818954468,0.42312079668045044,0.5919084548950195,0.42113882303237915,0.6571723222732544,0.41631537675857544,0.5843231081962585,0.41240155696868896,0.631847620010376,0.44221144914627075,0.6062792539596558,0.4414632320404053,0.7064796090126038,0.440609872341156,0.537949800491333,0.46608227491378784,0.6669024229049683,0.5260990858078003,0.5595977902412415,0.5503963828086853,0.6475316286087036,0.6098613142967224,0.6051982641220093,0.6235387921333313,0.6474298238754272,0.6322755813598633,0.6094666123390198,0.6478672027587891,0.6457540392875671,0.6334439516067505,0.6242421269416809,0.6455127000808716,0.6429897546768188,0.6250067949295044,0.624733567237854,0.6361252069473267,0.6526201963424683,0.5753785967826843,0.5525174140930176,0.5778543949127197,0.6736630201339722,0.6939977407455444,0.5211840867996216,0.69169682264328,0.7055284976959229,0.7986552119255066,0.5001479387283325,0.793969988822937,0.6947439908981323,0.8085681200027466,0.5071118474006653,0.8050641417503357,0.7231858372688293,0.8381122350692749,0.4729856252670288,0.8358067274093628
6,0,0,frame0006.jpg,0.6208110451698303,0.4372557997703552,0.6326255202293396,0.42545580863952637,0.6407067775726318,0.4241030812263489,0.6480192542076111,0.4229179322719574,0.6084725856781006,0.42527830600738525,0.6000151634216309,0.4236646890640259,0.5919269323348999,0.42160117626190186,0.6570734977722168,0.4168286919593811,0.58406662940979,0.41263407468795776,0.6316246390342712,0.4427885413169861,0.6061092019081116,0.44188839197158813,0.7060043811798096,0.44089293479919434,0.537962794303894,0.4665147066116333,0.6666699051856995,0.526185154914856,0.5596072673797607,0.5508437752723694,0.6478588581085205,0.6098034977912903,0.6053462624549866,0.6239175796508789,0.6479985117912292,0.6322140693664551,0.6097043752670288,0.6483545899391174,0.6462340950965881,0.6332839131355286,0.6244528293609619,0.6458993554115295,0.643235445022583,0.6247799396514893,0.6249289512634277,0.63633131980896,0.652716875076294,0.5752576589584351,0.5523576736450195,0.5778640508651733,0.6736940741539001,0.6943250894546509,0.5210837721824646,0.6919182538986206,0.7058388590812683,0.7992823719978333,0.4996047914028168,0.7943926453590393,0.6948295831680298,0.8092054128646851,0.5062932968139648,0.805610179901123,0.7238811254501343,0.8384803533554077,0.47288966178894043,0.8360437154769897
7,0,0,frame0007.jpg,0.6208748817443848,0.4377240240573883,0.6326808333396912,0.42590177059173584,0.6407662630081177,0.42461544275283813,0.6480556726455688,0.4234015941619873,0.6085752248764038,0.425690621137619,0.6001145243644714,0.42407679557800293,0.5920114517211914,0.4219626188278198,0.657034158706665,0.417277455329895,0.5838664174079895,0.41287392377853394,0.6315438151359558,0.4432527422904968,0.6060780882835388,0.44222748279571533,0.7053629755973816,0.44108080863952637,0.5379742980003357,0.46689653396606445,0.666519820690155,0.5262202024459839,0.5595874786376953,0.551459550857544,0.6479802131652832,0.6095020771026611,0.605378270149231,0.6240927577018738,0.6479414701461792,0.6317027807235718,0.6097627878189087,0.6485521793365479,0.6461929082870483,0.6324735879898071,0.6245229840278625,0.6460103988647461,0.643256664276123,0.6241710782051086,0.6250003576278687,0.6364082098007202,0.6526881456375122,0.5750905871391296,0.5522202849388123,0.5778713822364807,0.6737134456634521,0.6943809986114502,0.5210071802139282,0.6920696496963501,0.7059550285339355,0.7997113466262817,0.49932119250297546,0.794702410697937,0.6948291659355164,0.8095488548278809,0.5059199333190918,0.8060449957847595,0.7241461277008057,0.8386871814727783,0.4728199243545532,0.8362773656845093
8,0,0,frame0008.jpg,0.6209083199501038,0.43818825483322144,0.6327017545700073,0.426357239484787,0.6407983899116516,0.4251556694507599,0.6480826139450073,0.4239104688167572,0.6086743474006653,0.4261128008365631,0.600199818611145,0.4245319962501526,0.5921024084091187,0.4223906993865967,0.6570158004760742,0.4176863431930542,0.5837046504020691,0.4131876826286316,0.6314182877540588,0.4436269998550415,0.6060922741889954,0.442560076713562,0.7048834562301636,0.4413334131240845,0.5380268096923828,0.46720457077026367,0.6664316654205322,0.52625572681427,0.559564471244812,0.551763653755188,0.6480250358581543,0.6091448068618774,0.605377197265625,0.624278724193573,0.6477527618408203,0.6311689615249634,0.6097728610038757,0.6487311124801636,0.6460530757904053,0.6315776109695435,0.6245448589324951,0.6460270881652832,0.6432301998138428,0.623497486114502,0.6250309944152832,0.6364459991455078,0.6521929502487183,0.5750596523284912,0.5517681837081909,0.5778903961181641,0.6737029552459717,0.6943816542625427,0.520826518535614,0.6923589706420898,0.7059928178787231,0.8000224828720093,0.4991794228553772,0.7948702573776245,0.6947677135467529,0.8097829818725586,0.505780816078186,0.8062441349029541,0.7242565155029297,0.8388618230819702,0.4725794792175293,0.8364999294281006
9,0,0,frame0009.jpg,0.6209362745285034,0.43868333101272583,0.6327245235443115,0.426861047744751,0.6408230066299438,0.42574313282966614,0.6481210589408875,0.42445340752601624,0.6089296340942383,0.42663758993148804,0.6005488634109497,0.42519620060920715,0.5923517942428589,0.42310431599617004,0.6570146083831787,0.418135404586792,0.5835980176925659,0.41378253698349,0.6314076781272888,0.4440543055534363,0.6061434745788574,0.44299694895744324,0.7044751644134521,0.4415840208530426,0.5380710363388062,0.4673268795013428,0.6662272214889526,0.5265236496925354,0.5595440864562988,0.5517929792404175,0.6476325988769531,0.6090264916419983,0.6053682565689087,0.6244953870773315,0.6469924449920654,0.6309542655944824,0.6095240116119385,0.648858904838562,0.6455709934234619,0.6312403678894043,0.6244663000106812,0.6460568904876709,0.6430777311325073,0.6232277750968933,0.6250355243682861,0.6365361213684082,0.6517161130905151,0.5750674605369568,0.5514777302742004,0.5779260993003845,0.6735926866531372,0.6943759322166443,0.5206230282783508,0.6926822066307068,0.7060225009918213,0.8002724051475525,0.4990505576133728,0.7949498891830444,0.6947399973869324,0.8102491497993469,0.5057178735733032,0.8063117265701294,0.7243115901947021,0.8388775587081909,0.4724365472793579,0.8366912603378296
